layer,norm,nr_parameters,spec
lowrank_light_opt,0.042166490107774734,1680911,rank=1295
lowrank_light_opt,0.3217829763889313,1680876,rank=1290
lowrank_light_opt,7.853326797485352,1678796,rank=1250
lowrank_light_opt,44.22523880004883,1659596,rank=1150
lowrank_light_opt,112.78250122070312,1606928,rank=1024
lowrank_light_opt,308.7028503417969,1402128,rank=768
lowrank_light_opt,567.1262817382812,1066256,rank=512
lowrank_light_opt,719.2622680664062,849168,rank=384
lowrank_light_opt,888.0128784179688,599312,rank=256
lowrank_light_opt,973.6754150390625,470912,rank=196
lowrank_light_opt,1076.638916015625,316688,rank=128
lowrank_light_opt,1127.6253662109375,240912,rank=96
lowrank_light_opt,1180.7470703125,163088,rank=64
lowrank_light_opt,1236.52197265625,83216,rank=32
lowrank_light_opt,1265.789306640625,42512,rank=16
lowrank_light_opt,1280.91552734375,21968,rank=8
lowrank_light_opt,1288.6583251953125,11648,rank=4
lowrank_light_opt,1294.5836181640625,3887,rank=1
blast4x4,1264.2825927734375,43024,"nr_blocks=4, rank=16"
blast4x4,1167.7564697265625,168208,"nr_blocks=4, rank=64"
blast4x4,784.8041381835938,668944,"nr_blocks=4, rank=256"
blast4x4,102.23162078857422,1680848,"nr_blocks=4, rank=644"
