layer,norm,nr_parameters,spec
lowrank-light,889.4452514648438,599312,rank=256
lowrank-light,720.5140380859375,849168,rank=384
lowrank-light,571.7099609375,1066256,rank=512
lowrank-light,314.6051025390625,1402128,rank=768
lowrank-light,119.38401794433594,1606928,rank=1024
lowrank-light,56.08538055419922,1659596,rank=1150
lowrank-light,20.844865798950195,1678796,rank=1250
lowrank-light,6.013548851013184,1680876,rank=1290
lowrank-light,2.900963544845581,1680911,rank=1295
monarch1,1228.2095947265625,94608,nr_blocks=36
monarch1,1225.3499755859375,102384,nr_blocks=24
monarch1,1219.35400390625,117936,nr_blocks=18
monarch1,1215.6087646484375,127008,nr_blocks=16
monarch1,1204.24951171875,156816,nr_blocks=12
monarch1,1178.59375,221616,nr_blocks=8
monarch1,1151.33349609375,289008,nr_blocks=6
monarch1,1093.1263427734375,426384,nr_blocks=4
monarch1,1031.23876953125,565056,nr_blocks=3
monarch1,893.5953979492188,843696,nr_blocks=2
monarch2,1228.2095947265625,94608,nr_blocks=36
monarch2,1225.28662109375,102384,nr_blocks=54
monarch2,1219.4036865234375,117936,nr_blocks=72
monarch2,1215.71826171875,127008,nr_blocks=81
monarch2,1204.12255859375,156816,nr_blocks=108
monarch2,1178.490478515625,221616,nr_blocks=162
monarch2,1151.01318359375,289008,nr_blocks=216
monarch2,1093.141357421875,426384,nr_blocks=324
monarch2,1031.58447265625,565056,nr_blocks=432
monarch2,893.5930786132812,843696,nr_blocks=648
kronecker1,1294.53857421875,3888,d=36
kronecker1,1285.733154296875,27604,d=8
kronecker1,1124.4796142578125,421204,d=2
kronecker2,1292.94677734375,8113,d=81
kronecker2,1278.117431640625,47988,d=216
kronecker2,1124.98681640625,421204,d=648
TT-2,1294.3670654296875,3888,"2 cores, rank=1"
TT-2,1266.92919921875,42768,"2 cores, rank=16"
TT-2,1182.84375,167184,"2 cores, rank=64"
TT-2,1078.304443359375,333072,"2 cores, rank=128"
TT-2,888.8154907226562,664848,"2 cores, rank=256"
TT-2,422.6748352050781,1680912,"2 cores, rank=648"
BTT-2,1228.2095947265625,94608,"2 cores, rank=1"
BTT-2,1165.34521484375,187920,"2 cores, rank=2"
BTT-2,1105.7996826171875,281232,"2 cores, rank=3"
BTT-2,1048.572509765625,374544,"2 cores, rank=4"
BTT-2,993.6178588867188,467856,"2 cores, rank=5"
BTT-2,940.490478515625,561168,"2 cores, rank=6"
BTT-2,889.1722412109375,654480,"2 cores, rank=7"
BTT-2,839.4111938476562,747792,"2 cores, rank=8"
BTT-2,791.28857421875,841104,"2 cores, rank=9"
BTT-2,744.455322265625,934416,"2 cores, rank=10"
BTT-2,699.0880126953125,1027728,"2 cores, rank=11"
BTT-2,655.0960693359375,1121040,"2 cores, rank=12"
BTT-2,612.3857421875,1214352,"2 cores, rank=13"
BTT-2,570.865478515625,1307664,"2 cores, rank=14"
BTT-2,530.5440673828125,1400976,"2 cores, rank=15"
BTT-2,491.4400939941406,1494288,"2 cores, rank=16"
BTT-2,453.5800476074219,1587600,"2 cores, rank=17"
BTT-2,416.9762878417969,1680912,"2 cores, rank=18"
blast4x4,inf,43024,"nr_blocks=4, rank=16"
blast4x4,inf,168208,"nr_blocks=4, rank=64"
blast4x4,inf,668944,"nr_blocks=4, rank=256"
blast4x4,inf,1680848,"nr_blocks=4, rank=644"
