layer,norm,nr_parameters,spec
lowrank_light_opt,0.014669599011540413,1680911,rank=1295
lowrank_light_opt,0.2814965546131134,1680876,rank=1290
lowrank_light_opt,7.859075546264648,1678796,rank=1250
lowrank_light_opt,44.34889602661133,1659596,rank=1150
lowrank_light_opt,113.13821411132812,1606928,rank=1024
lowrank_light_opt,309.11328125,1402128,rank=768
lowrank_light_opt,567.4528198242188,1066256,rank=512
lowrank_light_opt,719.30517578125,849168,rank=384
lowrank_light_opt,887.6085815429688,599312,rank=256
lowrank_light_opt,973.1206665039062,470912,rank=196
lowrank_light_opt,1076.1260986328125,316688,rank=128
lowrank_light_opt,1127.265380859375,240912,rank=96
lowrank_light_opt,1180.527099609375,163088,rank=64
lowrank_light_opt,1236.3074951171875,83216,rank=32
lowrank_light_opt,1265.5748291015625,42512,rank=16
lowrank_light_opt,1280.6104736328125,21968,rank=8
lowrank_light_opt,1288.349609375,11648,rank=4
lowrank_light_opt,1294.2296142578125,3887,rank=1
"unstructured, magnitude pruned",1240.175048828125,18093,density=1%
"unstructured, magnitude pruned",970.6998901367188,169258,density=10%
"unstructured, magnitude pruned",603.7113037109375,505181,density=30%
"unstructured, magnitude pruned",346.4544372558594,841105,density=50%
"unstructured, magnitude pruned",118.57810974121094,1261009,density=75%
"unstructured, magnitude pruned",66.15193176269531,1395379,density=83%
"unstructured, magnitude pruned",39.13552474975586,1479359,density=88%
"unstructured, magnitude pruned",17.369518280029297,1563339,density=93%
"unstructured, magnitude pruned",4.906001567840576,1630524,density=97%
"unstructured, magnitude pruned",0.9404708743095398,1664116,density=99%
lowrank,1294.229248046875,3888,rank=1
lowrank,1288.34912109375,11664,rank=4
lowrank,1280.6099853515625,22032,rank=8
lowrank,1265.5743408203125,42768,rank=16
lowrank,1236.306884765625,84240,rank=32
lowrank,1208.0445556640625,125712,rank=48
lowrank,1180.5264892578125,167184,rank=64
lowrank,1127.2650146484375,250128,rank=96
lowrank,1076.125732421875,333072,rank=128
lowrank,973.1204223632812,509328,rank=196
lowrank,887.6085205078125,664848,rank=256
lowrank,719.304931640625,996624,rank=384
lowrank,422.6548156738281,1680912,rank=648
lowrank-light,1294.229248046875,3887,rank=1
lowrank-light,1288.3492431640625,11648,rank=4
lowrank-light,1280.6414794921875,21968,rank=8
lowrank-light,1265.574462890625,42512,rank=16
lowrank-light,1238.1336669921875,83216,rank=32
lowrank-light,1180.798095703125,163088,rank=64
lowrank-light,1127.4326171875,240912,rank=96
lowrank-light,1077.3883056640625,316688,rank=128
lowrank-light,974.0692749023438,470912,rank=196
