layer,op_norm,nr_parameters
"unstructured, magnitude pruned",346.7575988769531,1823
"unstructured, magnitude pruned",271.0393981933594,13620
"unstructured, magnitude pruned",168.2838592529297,39834
"unstructured, magnitude pruned",96.765625,66049
"unstructured, magnitude pruned",33.14818572998047,98817
"unstructured, magnitude pruned",18.4813289642334,109302
"unstructured, magnitude pruned",10.905655860900879,115856
"unstructured, magnitude pruned",4.8203043937683105,122409
"unstructured, magnitude pruned",1.3223793506622314,127652
"unstructured, magnitude pruned",0.24906624853610992,130274
lowrank,354.5934143066406,3584
lowrank,346.9948425292969,6656
lowrank,332.4727478027344,12800
lowrank,305.0674133300781,25088
lowrank,279.2611999511719,37376
lowrank,254.72593688964844,49664
lowrank,208.56581115722656,74240
lowrank,165.73245239257812,98816
lowrank_light,360.4808349609375,1279
lowrank_light,354.5934143066406,3568
lowrank_light,346.9948425292969,6592
lowrank_light,332.4727478027344,12544
lowrank_light,305.0674133300781,24064
lowrank_light,254.7259521484375,45568
lowrank_light,165.7324981689453,82432
lowrank_light,126.06481170654297,97792
lowrank_light,88.58676147460938,111104
lowrank_light,52.01974868774414,122368
lowrank_light,6.608255386352539,131327
paper_blast8x8,285.5724792480469,27136
paper_blast8x8,138.4055938720703,80384
paper_blast8x8,89.18989562988281,100352
blast8x8,276.6312561035156,29184
blast8x8,116.61149597167969,86528
blast8x8,65.51760864257812,108032
