layer,op_norm,nr_parameters
"unstructured, magnitude pruned",244.91380310058594,912
"unstructured, magnitude pruned",191.08753967285156,6810
"unstructured, magnitude pruned",118.57918548583984,19917
"unstructured, magnitude pruned",67.92498779296875,33025
"unstructured, magnitude pruned",23.116748809814453,49409
"unstructured, magnitude pruned",12.862807273864746,54651
"unstructured, magnitude pruned",7.597570419311523,57928
"unstructured, magnitude pruned",3.31998348236084,61205
"unstructured, magnitude pruned",0.91619473695755,63826
"unstructured, magnitude pruned",0.1835259646177292,65137
lowrank,248.40560913085938,2304
lowrank,241.1727752685547,4352
lowrank,227.37596130371094,8448
lowrank,201.93785095214844,16640
lowrank,178.57151794433594,24832
lowrank,156.80665588378906,33024
lowrank,117.1436767578125,49408
lowrank,82.55531311035156,65792
monarch,227.31121826171875,8448
monarch,223.72496032714844,10496
monarch,223.35340881347656,10496
monarch,208.64117431640625,17664
monarch,208.73019409179688,17664
monarch,171.31724548339844,33536
TT,227.38433837890625,8448
TT,201.9382781982422,16640
TT,178.57728576660156,24832
TT,156.80870056152344,33024
TT,117.15167999267578,49408
TT,82.5558853149414,65792
BTT,227.3353729248047,8448
BTT,201.4675750732422,16640
BTT,155.97959899902344,33024
BTT,116.1363525390625,49408
BTT,81.70343780517578,65792
