layer,norm,nr_parameters,spec
"unstructured, magnitude pruned",344.9300231933594,1823,density=1%
"unstructured, magnitude pruned",269.99066162109375,13620,density=10%
"unstructured, magnitude pruned",167.78892517089844,39834,density=30%
"unstructured, magnitude pruned",96.14075469970703,66049,density=50%
"unstructured, magnitude pruned",32.89762878417969,98817,density=75%
"unstructured, magnitude pruned",18.32683753967285,109302,density=83%
"unstructured, magnitude pruned",10.873753547668457,115856,density=88%
"unstructured, magnitude pruned",4.848977088928223,122409,density=93%
"unstructured, magnitude pruned",1.3581316471099854,127652,density=97%
"unstructured, magnitude pruned",0.26656872034072876,130274,density=99%
lowrank,164.75704956054688,98816,rank=128
lowrank,330.54644775390625,12800,rank=16
lowrank,303.03009033203125,25088,rank=32
lowrank,352.6464538574219,3584,rank=4
lowrank,277.2032165527344,37376,rank=48
lowrank,252.70645141601562,49664,rank=64
lowrank,345.1426086425781,6656,rank=8
lowrank,207.0408477783203,74240,rank=96
lowrank_light,358.46441650390625,1279,rank=1
lowrank_light,168.0059356689453,82432,rank=128
lowrank_light,330.9610900878906,12544,rank=16
lowrank_light,130.9872589111328,97792,rank=160
lowrank_light,93.42337799072266,111104,rank=192
lowrank_light,60.052371978759766,122368,rank=224
lowrank_light,10.83328628540039,131327,rank=255
lowrank_light,304.32037353515625,24064,rank=32
lowrank_light,352.79681396484375,3568,rank=4
lowrank_light,254.09893798828125,45568,rank=64
lowrank_light,345.1560974121094,6592,rank=8
