layer,norm,nr_parameters,spec
lowrank_light_opt,0.037943385541439056,1680911,rank=1295
lowrank_light_opt,0.43678635358810425,1680876,rank=1290
lowrank_light_opt,7.637614727020264,1678796,rank=1250
lowrank_light_opt,44.19091796875,1659596,rank=1150
lowrank_light_opt,113.02925109863281,1606928,rank=1024
lowrank_light_opt,308.3291015625,1402128,rank=768
lowrank_light_opt,566.9683227539062,1066256,rank=512
lowrank_light_opt,719.07568359375,849168,rank=384
lowrank_light_opt,887.5389404296875,599312,rank=256
lowrank_light_opt,973.0850219726562,470912,rank=196
lowrank_light_opt,1075.9100341796875,316688,rank=128
lowrank_light_opt,1126.8909912109375,240912,rank=96
lowrank_light_opt,1179.8577880859375,163088,rank=64
lowrank_light_opt,1235.31103515625,83216,rank=32
lowrank_light_opt,1264.3333740234375,42512,rank=16
lowrank_light_opt,1279.3397216796875,21968,rank=8
lowrank_light_opt,1286.999755859375,11648,rank=4
lowrank_light_opt,1292.880615234375,3887,rank=1
blast4x4,1263.4288330078125,43024,"nr_blocks=4, rank=16"
blast4x4,1169.7354736328125,168208,"nr_blocks=4, rank=64"
blast4x4,804.84326171875,668944,"nr_blocks=4, rank=256"
blast4x4,172.50791931152344,1680848,"nr_blocks=4, rank=644"
