layer,norm,nr_parameters,spec
lowrank_light_opt,0.020468762144446373,1680911,rank=1295
lowrank_light_opt,0.257400780916214,1680876,rank=1290
lowrank_light_opt,7.689625263214111,1678796,rank=1250
lowrank_light_opt,44.34779739379883,1659596,rank=1150
lowrank_light_opt,112.93782806396484,1606928,rank=1024
lowrank_light_opt,307.86212158203125,1402128,rank=768
lowrank_light_opt,566.3753051757812,1066256,rank=512
lowrank_light_opt,718.2820434570312,849168,rank=384
lowrank_light_opt,886.484619140625,599312,rank=256
lowrank_light_opt,972.1045532226562,470912,rank=196
lowrank_light_opt,1075.1060791015625,316688,rank=128
lowrank_light_opt,1126.1865234375,240912,rank=96
lowrank_light_opt,1179.2738037109375,163088,rank=64
lowrank_light_opt,1234.8621826171875,83216,rank=32
lowrank_light_opt,1264.003173828125,42512,rank=16
lowrank_light_opt,1279.05517578125,21968,rank=8
lowrank_light_opt,1286.753662109375,11648,rank=4
lowrank_light_opt,1292.654296875,3887,rank=1
blast4x4,1262.3284912109375,43024,"nr_blocks=4, rank=16"
blast4x4,1165.98779296875,168208,"nr_blocks=4, rank=64"
blast4x4,784.7200317382812,668944,"nr_blocks=4, rank=256"
blast4x4,108.03251647949219,1680848,"nr_blocks=4, rank=644"
