layer,op_norm,nr_parameters
"unstructured, magnitude pruned",489.10833740234375,3646
"unstructured, magnitude pruned",383.01007080078125,27239
"unstructured, magnitude pruned",238.43899536132812,79668
"unstructured, magnitude pruned",137.1292724609375,132097
"unstructured, magnitude pruned",46.99889373779297,197633
"unstructured, magnitude pruned",26.284000396728516,218604
"unstructured, magnitude pruned",15.564050674438477,231711
"unstructured, magnitude pruned",6.925388336181641,244818
"unstructured, magnitude pruned",1.947608470916748,255304
"unstructured, magnitude pruned",0.37650156021118164,260547
lowrank,502.4985656738281,6144
lowrank,494.0178527832031,11264
lowrank,477.6582336425781,21504
lowrank,446.31805419921875,41984
lowrank,416.1594543457031,62464
lowrank,386.90936279296875,82944
lowrank,330.3387756347656,123904
lowrank,275.21331787109375,164864
lowrank_light,509.0004577636719,2303
lowrank_light,502.4985656738281,6128
lowrank_light,494.0178527832031,11200
lowrank_light,477.6582336425781,21248
lowrank_light,446.3180847167969,40960
lowrank_light,386.90936279296875,78848
lowrank_light,275.2132263183594,148480
lowrank_light,220.87298583984375,180224
lowrank_light,165.65167236328125,209920
lowrank_light,105.89987182617188,237568
lowrank_light,16.211814880371094,262399
blast8x8,505.8485107421875,50176
blast8x8,495.1724853515625,148480
blast8x8,490.6787414550781,185344
