layer,norm,nr_parameters,spec
lowrank_light_opt,0.012159624136984348,1680911,rank=1295
lowrank_light_opt,0.3409765362739563,1680876,rank=1290
lowrank_light_opt,7.798150062561035,1678796,rank=1250
lowrank_light_opt,44.578311920166016,1659596,rank=1150
lowrank_light_opt,113.01761627197266,1606928,rank=1024
lowrank_light_opt,308.8642272949219,1402128,rank=768
lowrank_light_opt,567.081787109375,1066256,rank=512
lowrank_light_opt,718.8236083984375,849168,rank=384
lowrank_light_opt,887.5116577148438,599312,rank=256
lowrank_light_opt,972.8814697265625,470912,rank=196
lowrank_light_opt,1076.023193359375,316688,rank=128
lowrank_light_opt,1127.0966796875,240912,rank=96
lowrank_light_opt,1180.220703125,163088,rank=64
lowrank_light_opt,1235.94091796875,83216,rank=32
lowrank_light_opt,1265.1224365234375,42512,rank=16
lowrank_light_opt,1280.2301025390625,21968,rank=8
lowrank_light_opt,1287.91064453125,11648,rank=4
lowrank_light_opt,1293.769287109375,3887,rank=1
blast4x4,inf,43024,"nr_blocks=4, rank=16"
blast4x4,nan,168208,"nr_blocks=4, rank=64"
blast4x4,inf,668944,"nr_blocks=4, rank=256"
blast4x4,inf,1680848,"nr_blocks=4, rank=644"
