layer,norm,nr_parameters,spec
lowrank_light_opt,0.02647421695291996,1680911,rank=1295
lowrank_light_opt,0.3368830978870392,1680876,rank=1290
lowrank_light_opt,7.886173725128174,1678796,rank=1250
lowrank_light_opt,44.303321838378906,1659596,rank=1150
lowrank_light_opt,113.24007415771484,1606928,rank=1024
lowrank_light_opt,308.6186828613281,1402128,rank=768
lowrank_light_opt,566.4930419921875,1066256,rank=512
lowrank_light_opt,718.3613891601562,849168,rank=384
lowrank_light_opt,887.1011352539062,599312,rank=256
lowrank_light_opt,972.6702880859375,470912,rank=196
lowrank_light_opt,1075.7806396484375,316688,rank=128
lowrank_light_opt,1126.917724609375,240912,rank=96
lowrank_light_opt,1180.111572265625,163088,rank=64
lowrank_light_opt,1235.8388671875,83216,rank=32
lowrank_light_opt,1265.0279541015625,42512,rank=16
lowrank_light_opt,1280.0465087890625,21968,rank=8
lowrank_light_opt,1287.6837158203125,11648,rank=4
lowrank_light_opt,1293.5047607421875,3887,rank=1
blast4x4,1263.927734375,43024,"nr_blocks=4, rank=16"
blast4x4,1169.3536376953125,168208,"nr_blocks=4, rank=64"
blast4x4,799.2747192382812,668944,"nr_blocks=4, rank=256"
blast4x4,156.3461456298828,1680848,"nr_blocks=4, rank=644"
