layer,op_norm,nr_parameters
"Unstructured, magnitude-pruned",0.07336007803678513,62516
"Unstructured, magnitude-pruned",1.0810296535491943,46132
"Unstructured, magnitude-pruned",3.236140012741089,26471
LowRankOpt,0.4295453429222107,65792
LowRankOpt,0.7078862190246582,33024
lowrank_light_opt,0.0021833335049450397,65791
lowrank_light_opt,0.09909576922655106,64768
lowrank_light_opt,0.20512227714061737,61696
lowrank_light_opt,0.3128078877925873,56576
lowrank_light_opt,0.4295453429222107,49408
lowrank_light_opt,0.7078862190246582,28928
lowrank_light_opt,0.9047812223434448,15616
lowrank_light_opt,1.0466347932815552,8192
lowrank_light_opt,1.1415284872055054,4288
lowrank_light_opt,1.1928346157073975,2288
lowrank_light_opt,1.2488698959350586,767
