layer,kwargs,model,width,depth,lr,bs,max_epochs,wdecay,init_scale,dropout,measurement_id,dataset,lr_decay,early_stop,max_bs,nr_runs,done,nr_parameters,best_train,best_test,epoch_of_best_train,epoch_of_best_test
lowrank,"(rank = 704,)",gpt2,0,0,1.0e-5,8,15,0.01,1.0,0.2,1,wikitext2,false,true,4,1,true,143314176,14.240354537963867,19.853883743286133,5,11
lowrank,"(rank = 704,)",gpt2,0,0,1.0e-5,8,15,0.0,1.0,0.2,2,wikitext2,false,true,4,1,true,143314176,14.38094425201416,19.807147979736328,8,11
lowrank,"(rank = 640,)",gpt2,0,0,1.0e-5,8,15,0.01,1.0,0.2,3,wikitext2,false,true,4,1,true,133876992,15.52371883392334,21.14116668701172,11,11
lowrank,"(rank = 640,)",gpt2,0,0,1.0e-5,8,15,0.0,1.0,0.2,4,wikitext2,false,true,4,1,true,133876992,15.724992752075195,21.129837036132812,9,11
lowrank,"(rank = 512,)",gpt2,0,0,1.0e-5,8,15,0.01,1.0,0.2,5,wikitext2,false,true,4,1,true,115002624,21.882104873657227,26.998775482177734,13,11
lowrank,"(rank = 512,)",gpt2,0,0,1.0e-5,8,15,0.0,1.0,0.2,6,wikitext2,false,true,4,1,true,115002624,21.14912223815918,27.04313087463379,16,11
lowrank,"(rank = 384,)",gpt2,0,0,1.0e-5,8,15,0.01,1.0,0.2,7,wikitext2,false,true,4,1,true,96128256,29.455501556396484,34.3516960144043,15,11
lowrank,"(rank = 384,)",gpt2,0,0,1.0e-5,8,15,0.0,1.0,0.2,8,wikitext2,false,true,4,1,true,96128256,29.542633056640625,34.13579559326172,15,11
lowrank,"(rank = 704,)",gpt2,0,0,2.0e-5,8,25,0.0,1.0,0.2,9,wikitext2,true,true,4,1,true,143314176,9.545218467712402,20.395557403564453,21,3
lowrank,"(rank = 704,)",gpt2,0,0,2.0e-5,8,25,0.01,1.0,0.2,10,wikitext2,true,true,4,1,true,143314176,9.589799880981445,20.308856964111328,21,3
lowrank,"(rank = 704,)",gpt2,0,0,1.0e-5,8,25,0.0,1.0,0.2,11,wikitext2,true,true,4,1,true,143314176,12.866865158081055,19.761964797973633,21,7
lowrank,"(rank = 704,)",gpt2,0,0,1.0e-5,8,25,0.01,1.0,0.2,12,wikitext2,true,true,4,1,true,143314176,12.855195045471191,19.80582618713379,21,8
lowrank,"(rank = 640,)",gpt2,0,0,2.0e-5,8,25,0.0,1.0,0.2,13,wikitext2,true,true,4,1,true,133876992,10.959304809570312,21.54520034790039,21,5
lowrank,"(rank = 640,)",gpt2,0,0,2.0e-5,8,25,0.01,1.0,0.2,14,wikitext2,true,true,4,1,true,133876992,10.958944320678711,21.57407569885254,21,5
lowrank,"(rank = 640,)",gpt2,0,0,1.0e-5,8,25,0.0,1.0,0.2,15,wikitext2,true,true,4,1,true,133876992,14.234825134277344,21.07904815673828,21,8
lowrank,"(rank = 640,)",gpt2,0,0,1.0e-5,8,25,0.01,1.0,0.2,16,wikitext2,true,true,4,1,true,133876992,14.102595329284668,21.044448852539062,21,7
lowrank,"(rank = 512,)",gpt2,0,0,2.0e-5,8,25,0.0,1.0,0.2,17,wikitext2,true,true,4,1,true,115002624,15.189854621887207,27.702478408813477,21,10
lowrank,"(rank = 512,)",gpt2,0,0,2.0e-5,8,25,0.01,1.0,0.2,18,wikitext2,true,true,4,1,true,115002624,14.928730010986328,27.550376892089844,21,12
lowrank,"(rank = 512,)",gpt2,0,0,1.0e-5,8,25,0.0,1.0,0.2,19,wikitext2,true,true,4,1,true,115002624,19.29100799560547,26.456226348876953,21,18
lowrank,"(rank = 512,)",gpt2,0,0,1.0e-5,8,25,0.01,1.0,0.2,20,wikitext2,true,true,4,1,true,115002624,19.626054763793945,26.807355880737305,21,16
lowrank,"(rank = 384,)",gpt2,0,0,2.0e-5,8,40,0.0,1.0,0.2,21,wikitext2,true,true,4,1,true,96128256,15.007390975952148,33.67565155029297,41,15
lowrank,"(rank = 384,)",gpt2,0,0,2.0e-5,8,40,0.01,1.0,0.2,22,wikitext2,true,true,4,1,true,96128256,15.176859855651855,33.568607330322266,41,10
lowrank,"(rank = 384,)",gpt2,0,0,5.0e-5,8,40,0.0,1.0,0.2,23,wikitext2,true,true,4,1,true,96128256,6.685390472412109,35.04287338256836,41,5
lowrank,"(rank = 384,)",gpt2,0,0,5.0e-5,8,40,0.01,1.0,0.2,24,wikitext2,true,true,4,1,true,96128256,6.800207614898682,34.72789001464844,41,7
lowrank,"(rank = 256,)",gpt2,0,0,2.0e-5,8,40,0.0,1.0,0.2,25,wikitext2,true,true,4,1,true,77253888,24.970794677734375,47.398807525634766,41,23
lowrank,"(rank = 256,)",gpt2,0,0,2.0e-5,8,40,0.01,1.0,0.2,26,wikitext2,true,true,4,1,true,77253888,25.19188117980957,47.92030334472656,41,29
lowrank,"(rank = 256,)",gpt2,0,0,5.0e-5,8,40,0.0,1.0,0.2,27,wikitext2,true,true,4,1,true,77253888,12.87643051147461,47.25520706176758,41,11
lowrank,"(rank = 256,)",gpt2,0,0,5.0e-5,8,40,0.01,1.0,0.2,28,wikitext2,true,true,4,1,true,77253888,13.141632080078125,49.15735626220703,41,14
lowrank,"(rank = 128,)",gpt2,0,0,2.0e-5,8,40,0.0,1.0,0.2,29,wikitext2,true,true,4,1,true,58379520,57.44017791748047,98.75017547607422,41,31
lowrank,"(rank = 128,)",gpt2,0,0,2.0e-5,8,40,0.01,1.0,0.2,30,wikitext2,true,true,4,1,true,58379520,58.22914505004883,100.34980010986328,41,36
lowrank,"(rank = 128,)",gpt2,0,0,5.0e-5,8,40,0.0,1.0,0.2,31,wikitext2,true,true,4,1,true,58379520,31.2938289642334,84.01153564453125,41,18
lowrank,"(rank = 128,)",gpt2,0,0,5.0e-5,8,40,0.01,1.0,0.2,32,wikitext2,true,true,4,1,true,58379520,32.466880798339844,85.75545501708984,41,19
