layer,kwargs,model,width,depth,lr,bs,max_epochs,wdecay,init_scale,dropout,measurement_id,dataset,lr_decay,early_stop,max_bs,nr_runs,done,nr_parameters,best_train,best_test,epoch_of_best_train,epoch_of_best_test
lowranklight,"(rank = 1,)",mlp,3,1,0.003,100000,10000,0.0,1.0,0.0,1,simple,true,true,50000,1,true,39,0.25,0.25,1,1
lowranklight,"(rank = 1,)",mlp,3,1,0.001,100000,10000,0.0,1.0,0.0,2,simple,true,true,50000,1,true,39,0.46700000762939453,0.4899999797344208,115,271
lowranklight,"(rank = 1,)",mlp,3,1,0.0003,100000,10000,0.0,1.0,0.0,3,simple,true,true,50000,1,true,39,0.30300000309944153,0.3075000047683716,190,186
lowranklight,"(rank = 1,)",mlp,3,1,0.0001,100000,10000,0.0,1.0,0.0,4,simple,true,true,50000,1,true,39,0.25,0.25,1,1
lowranklight,"(rank = 2,)",mlp,6,1,0.003,100000,10000,0.0,1.0,0.0,5,simple,true,true,50000,1,true,84,0.831000030040741,0.824999988079071,382,461
lowranklight,"(rank = 2,)",mlp,6,1,0.001,100000,10000,0.0,1.0,0.0,6,simple,true,true,50000,1,true,84,0.6270000338554382,0.5849999785423279,430,347
lowranklight,"(rank = 2,)",mlp,6,1,0.0003,100000,10000,0.0,1.0,0.0,7,simple,true,true,50000,1,true,84,0.7100000381469727,0.6875,823,788
lowranklight,"(rank = 2,)",mlp,6,1,0.0001,100000,10000,0.0,1.0,0.0,8,simple,true,true,50000,1,true,84,0.36500000953674316,0.3649999797344208,594,555
lowranklight,"(rank = 2,)",mlp,9,1,0.003,100000,10000,0.0,1.0,0.0,9,simple,true,true,50000,1,true,126,0.8210000395774841,0.8199999928474426,359,291
lowranklight,"(rank = 2,)",mlp,9,1,0.001,100000,10000,0.0,1.0,0.0,10,simple,true,true,50000,1,true,126,0.7910000085830688,0.79749995470047,425,443
lowranklight,"(rank = 2,)",mlp,9,1,0.0003,100000,10000,0.0,1.0,0.0,11,simple,true,true,50000,1,true,126,0.4300000071525574,0.45749998092651367,1,1
