layer,kwargs,model,width,depth,lr,bs,max_epochs,wdecay,init_scale,dropout,measurement_id,dataset,lr_decay,early_stop,max_bs,nr_runs,done,nr_parameters,best_train,best_test,epoch_of_best_train,epoch_of_best_test
lowranklight,"(rank = 0,)",mlp,2,1,0.003,100000,1000,0.0,1.0,0.0,1,simple,true,false,50000,3,true,24,0.25,0.25,1,1
lowranklight,"(rank = 0,)",mlp,2,1,0.0012,100000,1000,0.0,1.0,0.0,2,simple,true,false,50000,3,true,24,0.25,0.25,1,1
lowranklight,"(rank = 0,)",mlp,2,1,0.0016,100000,1000,0.0,1.0,0.0,3,simple,true,false,50000,3,true,24,0.25,0.25,1,1
lowranklight,"(rank = 0,)",mlp,2,1,0.0008,100000,1000,0.0,1.0,0.0,4,simple,true,false,50000,3,true,24,0.25,0.25,1,1
lowranklight,"(rank = 0,)",mlp,2,1,0.0005,100000,1000,0.0,1.0,0.0,5,simple,true,false,50000,3,true,24,0.25,0.25,1,1
lowranklight,"(rank = 0,)",mlp,2,1,0.0003,100000,1000,0.0,1.0,0.0,6,simple,true,false,50000,3,true,24,0.25,0.25,1,1
lowranklight,"(rank = 2,)",mlp,6,1,0.003,100000,1000,0.0,1.0,0.0,7,simple,true,false,50000,3,true,84,0.8220000465710958,0.8199999729792277,258,384
lowranklight,"(rank = 2,)",mlp,6,1,0.0012,100000,1000,0.0,1.0,0.0,8,simple,true,false,50000,3,true,84,0.6360000371932983,0.6516666611035665,375,376
lowranklight,"(rank = 2,)",mlp,6,1,0.0016,100000,1000,0.0,1.0,0.0,9,simple,true,false,50000,3,true,84,0.6740000247955322,0.6816666523615519,389,360
lowranklight,"(rank = 2,)",mlp,6,1,0.0008,100000,1000,0.0,1.0,0.0,10,simple,true,false,50000,3,true,84,0.5400000115235647,0.5591666499773661,330,326
lowranklight,"(rank = 2,)",mlp,6,1,0.0005,100000,1000,0.0,1.0,0.0,11,simple,true,false,50000,3,true,84,0.5796667039394379,0.5766666730244955,410,414
lowranklight,"(rank = 2,)",mlp,6,1,0.0003,100000,1000,0.0,1.0,0.0,12,simple,true,false,50000,3,true,84,0.25,0.25,40,45
lowranklight,"(rank = 2,)",mlp,10,1,0.003,100000,1000,0.0,1.0,0.0,13,simple,true,false,50000,3,true,140,0.8883333603541056,0.859166661898295,504,486
lowranklight,"(rank = 2,)",mlp,10,1,0.0012,100000,1000,0.0,1.0,0.0,14,simple,true,false,50000,3,true,140,0.7733333508173624,0.7900000015894572,648,682
lowranklight,"(rank = 2,)",mlp,10,1,0.0016,100000,1000,0.0,1.0,0.0,15,simple,true,false,50000,3,true,140,0.7950000365575155,0.8008333047231039,488,499
lowranklight,"(rank = 2,)",mlp,10,1,0.0008,100000,1000,0.0,1.0,0.0,16,simple,true,false,50000,3,true,140,0.6470000346501669,0.6724999845027924,279,268
lowranklight,"(rank = 2,)",mlp,10,1,0.0005,100000,1000,0.0,1.0,0.0,17,simple,true,false,50000,3,true,140,0.6760000586509705,0.6841666499773661,413,412
lowranklight,"(rank = 2,)",mlp,10,1,0.0003,100000,1000,0.0,1.0,0.0,18,simple,true,false,50000,3,true,140,0.5493333538373312,0.5558333198229471,420,385
lowranklight,"(rank = 4,)",mlp,14,1,0.003,100000,1000,0.0,1.0,0.0,19,simple,true,false,50000,3,true,240,0.9336667060852051,0.9299999872843424,413,381
lowranklight,"(rank = 4,)",mlp,14,1,0.0012,100000,1000,0.0,1.0,0.0,20,simple,true,false,50000,3,true,240,0.8126667141914368,0.8024999896685282,451,468
lowranklight,"(rank = 4,)",mlp,14,1,0.0016,100000,1000,0.0,1.0,0.0,21,simple,true,false,50000,3,true,240,0.8950000405311584,0.8791666428248087,584,587
lowranklight,"(rank = 4,)",mlp,14,1,0.0008,100000,1000,0.0,1.0,0.0,22,simple,true,false,50000,3,true,240,0.7876667181650797,0.7949999968210856,417,560
lowranklight,"(rank = 4,)",mlp,14,1,0.0005,100000,1000,0.0,1.0,0.0,23,simple,true,false,50000,3,true,240,0.6473333636919657,0.6808333198229471,370,349
lowranklight,"(rank = 4,)",mlp,14,1,0.0003,100000,1000,0.0,1.0,0.0,24,simple,true,false,50000,3,true,240,0.625000019868215,0.6483333110809326,437,441
lowranklight,"(rank = 4,)",mlp,18,1,0.003,100000,1000,0.0,1.0,0.0,25,simple,true,false,50000,3,true,312,0.9773333867390951,0.9683333039283752,431,450
lowranklight,"(rank = 4,)",mlp,18,1,0.0012,100000,1000,0.0,1.0,0.0,26,simple,true,false,50000,3,true,312,0.8886667092641195,0.8758333126703898,487,524
lowranklight,"(rank = 4,)",mlp,18,1,0.0016,100000,1000,0.0,1.0,0.0,27,simple,true,false,50000,3,true,312,0.9490000605583191,0.9333332975705465,491,509
lowranklight,"(rank = 4,)",mlp,18,1,0.0008,100000,1000,0.0,1.0,0.0,28,simple,true,false,50000,3,true,312,0.8116667071978251,0.7958333094914755,583,671
lowranklight,"(rank = 4,)",mlp,18,1,0.0005,100000,1000,0.0,1.0,0.0,29,simple,true,false,50000,3,true,312,0.7516667048136393,0.76583331823349,369,398
lowranklight,"(rank = 4,)",mlp,18,1,0.0003,100000,1000,0.0,1.0,0.0,30,simple,true,false,50000,3,true,312,0.6466667056083679,0.6641666491826376,437,413
lowranklight,"(rank = 6,)",mlp,22,1,0.003,100000,1000,0.0,1.0,0.0,31,simple,true,false,50000,3,true,452,0.9740000565846761,0.9708333015441895,361,372
lowranklight,"(rank = 6,)",mlp,22,1,0.0012,100000,1000,0.0,1.0,0.0,32,simple,true,false,50000,3,true,452,0.9430000384648641,0.9316666523615519,482,473
lowranklight,"(rank = 6,)",mlp,22,1,0.0016,100000,1000,0.0,1.0,0.0,33,simple,true,false,50000,3,true,452,0.9460000395774841,0.9383333325386047,471,441
lowranklight,"(rank = 6,)",mlp,22,1,0.0008,100000,1000,0.0,1.0,0.0,34,simple,true,false,50000,3,true,452,0.8320000370343527,0.8216666380564371,533,594
lowranklight,"(rank = 6,)",mlp,22,1,0.0005,100000,1000,0.0,1.0,0.0,35,simple,true,false,50000,3,true,452,0.734000047047933,0.7399999896685282,388,429
lowranklight,"(rank = 6,)",mlp,22,1,0.0003,100000,1000,0.0,1.0,0.0,36,simple,true,false,50000,3,true,452,0.6396666963895162,0.6624999841054281,333,330
lowranklight,"(rank = 6,)",mlp,26,1,0.003,100000,1000,0.0,1.0,0.0,37,simple,true,false,50000,3,true,540,0.9673333764076233,0.9591666460037231,328,380
lowranklight,"(rank = 6,)",mlp,26,1,0.0012,100000,1000,0.0,1.0,0.0,38,simple,true,false,50000,3,true,540,0.9510000546773275,0.9424999952316284,468,499
lowranklight,"(rank = 6,)",mlp,26,1,0.0016,100000,1000,0.0,1.0,0.0,39,simple,true,false,50000,3,true,540,0.9743333657582601,0.9674999713897705,460,494
lowranklight,"(rank = 6,)",mlp,26,1,0.0008,100000,1000,0.0,1.0,0.0,40,simple,true,false,50000,3,true,540,0.8610000411669413,0.8516666491826376,554,572
lowranklight,"(rank = 6,)",mlp,26,1,0.0005,100000,1000,0.0,1.0,0.0,41,simple,true,false,50000,3,true,540,0.8266667127609253,0.8183333079020182,571,600
lowranklight,"(rank = 6,)",mlp,26,1,0.0003,100000,1000,0.0,1.0,0.0,42,simple,true,false,50000,3,true,540,0.7103333870569865,0.7416666547457377,379,384
lowranklight,"(rank = 8,)",mlp,30,1,0.003,100000,1000,0.0,1.0,0.0,43,simple,true,false,50000,3,true,720,0.9760000507036845,0.9683333039283752,304,316
lowranklight,"(rank = 8,)",mlp,30,1,0.0012,100000,1000,0.0,1.0,0.0,44,simple,true,false,50000,3,true,720,0.9550000429153442,0.9474999904632568,482,513
lowranklight,"(rank = 8,)",mlp,30,1,0.0016,100000,1000,0.0,1.0,0.0,45,simple,true,false,50000,3,true,720,0.9503333767255148,0.9391666650772095,379,403
