run_id,train_loss,test_loss,train_acc,test_acc,time
1,1.3915656805038452,1.3823800086975098,0.26600000262260437,0.29749998450279236,0
1,1.3839185237884521,1.3746315240859985,0.2670000195503235,0.29499998688697815,0.030355453491210938
1,1.376373291015625,1.3669830560684204,0.2680000066757202,0.29499998688697815,0.034447669982910156
1,1.3689303398132324,1.3594344854354858,0.3320000171661377,0.3449999988079071,0.037763118743896484
1,1.3615901470184326,1.3519877195358276,0.38700002431869507,0.3999999761581421,0.04078865051269531
1,1.3543528318405151,1.344642162322998,0.41600000858306885,0.42249998450279236,0.04453110694885254
1,1.3472180366516113,1.3373973369598389,0.44200003147125244,0.4424999952316284,0.04798483848571777
1,1.3401851654052734,1.3302534818649292,0.4540000259876251,0.44999998807907104,0.051212310791015625
1,1.333254337310791,1.3232096433639526,0.46000000834465027,0.44999998807907104,0.0541377067565918
1,1.3264243602752686,1.3162665367126465,0.4660000205039978,0.45249998569488525,0.05724334716796875
1,1.3196943998336792,1.3094227313995361,0.4650000333786011,0.45249998569488525,0.060178518295288086
1,1.3130643367767334,1.302677869796753,0.46300002932548523,0.45749998092651367,0.06367063522338867
1,1.306532621383667,1.2960313558578491,0.4690000116825104,0.4599999785423279,0.06682252883911133
1,1.300097942352295,1.2894824743270874,0.4710000157356262,0.4675000011920929,0.06976437568664551
1,1.2937593460083008,1.2830299139022827,0.4740000367164612,0.47999998927116394,0.07280850410461426
1,1.2875163555145264,1.2766735553741455,0.4780000150203705,0.48499998450279236,0.0759131908416748
1,1.2813676595687866,1.2704120874404907,0.49500003457069397,0.48749998211860657,0.07983112335205078
1,1.2753117084503174,1.264244794845581,0.5070000290870667,0.5099999904632568,0.15353679656982422
1,1.2693475484848022,1.258170485496521,0.5210000276565552,0.5199999809265137,0.15677189826965332
1,1.2634743452072144,1.2521889209747314,0.534000039100647,0.5349999666213989,0.1598072052001953
1,1.2576905488967896,1.2462983131408691,0.5480000376701355,0.550000011920929,0.16290998458862305
1,1.2519950866699219,1.240498661994934,0.5570000410079956,0.5649999976158142,0.16594147682189941
1,1.246387243270874,1.234788417816162,0.5649999976158142,0.5799999833106995,0.16962337493896484
1,1.240865707397461,1.2291665077209473,0.5730000138282776,0.5949999690055847,0.1733548641204834
1,1.2354291677474976,1.2236329317092896,0.578000009059906,0.5999999642372131,0.1767725944519043
1,1.2300771474838257,1.2181859016418457,0.5770000219345093,0.6100000143051147,0.17986011505126953
1,1.2248079776763916,1.2128245830535889,0.581000030040741,0.6100000143051147,0.18336725234985352
1,1.2196210622787476,1.2075484991073608,0.5820000171661377,0.6150000095367432,0.18636679649353027
1,1.2145154476165771,1.202356219291687,0.5860000252723694,0.6175000071525574,0.18979835510253906
1,1.2094895839691162,1.1972465515136719,0.5850000381469727,0.6200000047683716,0.19298791885375977
1,1.204542875289917,1.1922188997268677,0.5879999995231628,0.6225000023841858,0.1961076259613037
1,1.1996737718582153,1.1872717142105103,0.5910000205039978,0.6200000047683716,0.19980192184448242
1,1.1948823928833008,1.1824045181274414,0.5960000157356262,0.6200000047683716,0.20334649085998535
1,1.1901662349700928,1.177615761756897,0.5960000157356262,0.6200000047683716,0.20678257942199707
1,1.18552565574646,1.1729042530059814,0.5980000495910645,0.6200000047683716,0.21000432968139648
1,1.1809580326080322,1.1682689189910889,0.5980000495910645,0.6225000023841858,0.21315431594848633
1,1.1764636039733887,1.163709044456482,0.5990000367164612,0.6225000023841858,0.2167975902557373
1,1.1720407009124756,1.1592227220535278,0.6010000109672546,0.625,0.22017574310302734
1,1.1676883697509766,1.1548092365264893,0.6000000238418579,0.6274999976158142,0.22356510162353516
1,1.1634057760238647,1.1504673957824707,0.6000000238418579,0.6274999976158142,0.22661447525024414
1,1.1591912508010864,1.1461955308914185,0.6010000109672546,0.6299999952316284,0.2298576831817627
1,1.1550438404083252,1.1419932842254639,0.6020000576972961,0.6299999952316284,0.2329554557800293
1,1.1509629487991333,1.1378588676452637,0.6060000061988831,0.6299999952316284,0.23601984977722168
1,1.146946668624878,1.1337910890579224,0.609000027179718,0.6299999952316284,0.23959922790527344
1,1.1429946422576904,1.129788875579834,0.6100000143051147,0.6324999928474426,0.24246668815612793
1,1.1391055583953857,1.1258512735366821,0.6130000352859497,0.6349999904632568,0.24538159370422363
1,1.1352781057357788,1.1219767332077026,0.6170000433921814,0.6349999904632568,0.24846768379211426
1,1.1315112113952637,1.1181641817092896,0.6170000433921814,0.637499988079071,0.2520103454589844
1,1.1278038024902344,1.1144131422042847,0.6190000176429749,0.6399999856948853,0.255413293838501
1,1.124155044555664,1.1107215881347656,0.6180000305175781,0.6399999856948853,0.25873422622680664
1,1.1205638647079468,1.1070890426635742,0.6180000305175781,0.6399999856948853,0.2618141174316406
1,1.1170291900634766,1.1035144329071045,0.6180000305175781,0.6399999856948853,0.2648434638977051
1,1.113549828529358,1.0999962091445923,0.6200000047683716,0.637499988079071,0.2678995132446289
1,1.110124945640564,1.0965336561203003,0.6200000047683716,0.637499988079071,0.2709195613861084
1,1.1067537069320679,1.0931260585784912,0.6210000514984131,0.637499988079071,0.27395129203796387
1,1.1034348011016846,1.0897719860076904,0.6210000514984131,0.637499988079071,0.2771756649017334
1,1.1001675128936768,1.0864709615707397,0.6220000386238098,0.6324999928474426,0.28013038635253906
1,1.0969511270523071,1.083221673965454,0.6230000257492065,0.6324999928474426,0.28359532356262207
1,1.093784213066101,1.080023169517517,0.6240000128746033,0.6299999952316284,0.2865159511566162
1,1.0906660556793213,1.0768749713897705,0.625,0.6324999928474426,0.2900102138519287
1,1.08759605884552,1.0737758874893188,0.6240000128746033,0.6324999928474426,0.2931983470916748
1,1.0845729112625122,1.0707249641418457,0.6230000257492065,0.6299999952316284,0.29625415802001953
1,1.081595778465271,1.0677218437194824,0.6230000257492065,0.6324999928474426,0.29956674575805664
1,1.0786641836166382,1.0647650957107544,0.625,0.6324999928474426,0.3026707172393799
1,1.0757770538330078,1.061854362487793,0.6240000128746033,0.6324999928474426,0.30608320236206055
1,1.0729337930679321,1.0589884519577026,0.6240000128746033,0.6324999928474426,0.3098611831665039
1,1.0701334476470947,1.0561672449111938,0.6240000128746033,0.6324999928474426,0.313065767288208
1,1.0673750638961792,1.0533891916275024,0.6230000257492065,0.6349999904632568,0.31624627113342285
1,1.0646581649780273,1.0506539344787598,0.6220000386238098,0.6349999904632568,0.3200225830078125
1,1.0619819164276123,1.0479609966278076,0.6230000257492065,0.6349999904632568,0.3230879306793213
1,1.0593456029891968,1.0453089475631714,0.6220000386238098,0.6349999904632568,0.32601428031921387
1,1.0567482709884644,1.0426976680755615,0.6210000514984131,0.6349999904632568,0.3294715881347656
1,1.0541894435882568,1.0401259660720825,0.6220000386238098,0.6349999904632568,0.3325326442718506
1,1.0516682863235474,1.0375937223434448,0.6220000386238098,0.6324999928474426,0.3355588912963867
1,1.0491845607757568,1.0351002216339111,0.6230000257492065,0.6324999928474426,0.33855676651000977
1,1.0467370748519897,1.0326441526412964,0.6230000257492065,0.6324999928474426,0.3415079116821289
1,1.0443252325057983,1.0302252769470215,0.6230000257492065,0.6324999928474426,0.34498071670532227
1,1.0419484376907349,1.0278429985046387,0.6220000386238098,0.6299999952316284,0.3480494022369385
1,1.0396060943603516,1.025496482849121,0.6210000514984131,0.6274999976158142,0.35101747512817383
1,1.0372973680496216,1.0231852531433105,0.6210000514984131,0.625,0.3541123867034912
1,1.035022258758545,1.0209084749221802,0.6200000047683716,0.625,0.357236385345459
1,1.032779574394226,1.0186657905578613,0.6180000305175781,0.625,0.36015748977661133
1,1.0305687189102173,1.0164564847946167,0.6180000305175781,0.6274999976158142,0.3632533550262451
1,1.0283894538879395,1.0142802000045776,0.6180000305175781,0.6274999976158142,0.3661832809448242
1,1.0262411832809448,1.0121359825134277,0.6170000433921814,0.6274999976158142,0.36951351165771484
1,1.0241233110427856,1.0100232362747192,0.6170000433921814,0.625,0.3726475238800049
1,1.022035002708435,1.0079413652420044,0.6170000433921814,0.625,0.3756844997406006
1,1.019976258277893,1.0058902502059937,0.6170000433921814,0.6274999976158142,0.3787829875946045
1,1.0179463624954224,1.0038692951202393,0.6180000305175781,0.625,0.3817574977874756
1,1.0159446001052856,1.0018773078918457,0.6180000305175781,0.625,0.38508009910583496
1,1.0139708518981934,0.9999144673347473,0.6180000305175781,0.625,0.388171911239624
1,1.012024164199829,0.9979795813560486,0.6200000047683716,0.6200000047683716,0.3911705017089844
1,1.0101040601730347,0.99607253074646,0.6220000386238098,0.6200000047683716,0.3940560817718506
1,1.0082107782363892,0.9941932559013367,0.6220000386238098,0.6200000047683716,0.3972139358520508
1,1.0063432455062866,0.9923402667045593,0.6220000386238098,0.6200000047683716,0.4656867980957031
1,1.0045009851455688,0.9905140399932861,0.6220000386238098,0.6200000047683716,0.4690124988555908
1,1.0026837587356567,0.9887135028839111,0.6210000514984131,0.6175000071525574,0.4724094867706299
1,1.0008913278579712,0.9869384765625,0.6210000514984131,0.6200000047683716,0.47554993629455566
1,0.9991230964660645,0.9851881265640259,0.6210000514984131,0.6225000023841858,0.47864484786987305
1,0.9973783493041992,0.983462393283844,0.6230000257492065,0.6225000023841858,0.481748104095459
1,0.9956570863723755,0.9817609190940857,0.6230000257492065,0.6225000023841858,0.4849975109100342
1,0.9939590692520142,0.9800828695297241,0.6230000257492065,0.6225000023841858,0.48802995681762695
1,0.9922831058502197,0.9784279465675354,0.6220000386238098,0.6225000023841858,0.49103498458862305
1,0.9906296133995056,0.9767957925796509,0.6210000514984131,0.6225000023841858,0.49399828910827637
1,0.9889979958534241,0.975186288356781,0.6210000514984131,0.6200000047683716,0.49709630012512207
1,0.9873878955841064,0.9735985398292542,0.6210000514984131,0.6200000047683716,0.500147819519043
1,0.9857985973358154,0.9720324873924255,0.6200000047683716,0.6200000047683716,0.5030670166015625
1,0.9842303395271301,0.9704875946044922,0.6200000047683716,0.6225000023841858,0.5064666271209717
1,0.9826822876930237,0.9689638018608093,0.6200000047683716,0.6225000023841858,0.5098550319671631
1,0.9811542630195618,0.9674603343009949,0.6200000047683716,0.625,0.512723445892334
1,0.9796462059020996,0.9659772515296936,0.6200000047683716,0.625,0.5157992839813232
