layer,kwargs,model,width,depth,lr,bs,max_epochs,wdecay,init_scale,dropout,measurement_id,dataset,lr_decay,early_stop,max_bs,nr_runs,done,nr_parameters,best_train,best_test,epoch_of_best_train,epoch_of_best_test
lowranklight,"(rank = 1,)",mlp,2,2,0.0008,100000,500,0.0,1.0,0.0,1,simple,true,false,50000,3,true,36,0.2760000030199687,0.28166666626930237,17,19
lowranklight,"(rank = 1,)",mlp,2,2,0.0005,100000,500,0.0,1.0,0.0,2,simple,true,false,50000,3,true,36,0.25,0.25,1,1
lowranklight,"(rank = 1,)",mlp,2,2,0.0003,100000,500,0.0,1.0,0.0,3,simple,true,false,50000,3,true,36,0.25,0.25,1,1
lowranklight,"(rank = 9,)",mlp,18,2,0.0008,100000,500,0.0,1.0,0.0,4,simple,true,false,50000,3,true,724,0.9150000413258871,0.9074999888737997,389,391
lowranklight,"(rank = 9,)",mlp,18,2,0.0005,100000,500,0.0,1.0,0.0,5,simple,true,false,50000,3,true,724,0.799666702747345,0.8083333174387614,344,386
lowranklight,"(rank = 9,)",mlp,18,2,0.0003,100000,500,0.0,1.0,0.0,6,simple,true,false,50000,3,true,724,0.6976667046546936,0.7166666587193807,346,373
lowranklight,"(rank = 17,)",mlp,34,2,0.0008,100000,500,0.0,1.0,0.0,7,simple,true,false,50000,3,true,2180,0.9786667029062907,0.9716666340827942,285,356
lowranklight,"(rank = 17,)",mlp,34,2,0.0005,100000,500,0.0,1.0,0.0,8,simple,true,false,50000,3,true,2180,0.9633333881696066,0.9558333158493042,334,373
lowranklight,"(rank = 17,)",mlp,34,2,0.0003,100000,500,0.0,1.0,0.0,9,simple,true,false,50000,3,true,2180,0.8780000408490499,0.8616666396458944,327,392
lowranklight,"(rank = 25,)",mlp,50,2,0.0008,100000,500,0.0,1.0,0.0,10,simple,true,false,50000,3,true,4404,0.9936667283376058,0.9808332920074463,219,294
lowranklight,"(rank = 25,)",mlp,50,2,0.0005,100000,500,0.0,1.0,0.0,11,simple,true,false,50000,3,true,4404,0.9740000367164612,0.9674999713897705,301,340
lowranklight,"(rank = 25,)",mlp,50,2,0.0003,100000,500,0.0,1.0,0.0,12,simple,true,false,50000,3,true,4404,0.9203333655993143,0.9108333190282186,385,371
lowranklight,"(rank = 33,)",mlp,66,2,0.0008,100000,500,0.0,1.0,0.0,13,simple,true,false,50000,3,true,7396,0.9936667084693909,0.9833332896232605,204,250
lowranklight,"(rank = 33,)",mlp,66,2,0.0005,100000,500,0.0,1.0,0.0,14,simple,true,false,50000,3,true,7396,0.9890000422795614,0.981666624546051,258,313
lowranklight,"(rank = 33,)",mlp,66,2,0.0003,100000,500,0.0,1.0,0.0,15,simple,true,false,50000,3,true,7396,0.9700000484784445,0.9633333086967468,334,346
lowranklight,"(rank = 41,)",mlp,82,2,0.0008,100000,500,0.0,1.0,0.0,16,simple,true,false,50000,3,true,11156,0.9926667014757792,0.9841666221618652,236,261
lowranklight,"(rank = 41,)",mlp,82,2,0.0005,100000,500,0.0,1.0,0.0,17,simple,true,false,50000,3,true,11156,0.9943333864212036,0.9833332896232605,231,272
lowranklight,"(rank = 41,)",mlp,82,2,0.0003,100000,500,0.0,1.0,0.0,18,simple,true,false,50000,3,true,11156,0.9703333775202433,0.9683333039283752,286,298
lowranklight,"(rank = 49,)",mlp,98,2,0.0008,100000,500,0.0,1.0,0.0,19,simple,true,false,50000,3,true,15684,0.9943333665529887,0.98499995470047,186,239
lowranklight,"(rank = 49,)",mlp,98,2,0.0005,100000,500,0.0,1.0,0.0,20,simple,true,false,50000,3,true,15684,0.9930000305175781,0.9858332872390747,230,247
lowranklight,"(rank = 49,)",mlp,98,2,0.0003,100000,500,0.0,1.0,0.0,21,simple,true,false,50000,3,true,15684,0.9876667062441508,0.9791666269302368,279,330
lowranklight,"(rank = 57,)",mlp,114,2,0.0008,100000,500,0.0,1.0,0.0,22,simple,true,false,50000,3,true,20980,0.996333380540212,0.9841666221618652,134,211
