layer,kwargs,model,width,depth,lr,bs,max_epochs,wdecay,init_scale,dropout,measurement_id,dataset,lr_decay,early_stop,max_bs,nr_runs,done,nr_parameters,best_train,best_test,epoch_of_best_train,epoch_of_best_test
lowrank,"(rank = 1,)",mlp,6,1,0.003,100000,10000,0.0,1.0,0.0,1,simple,true,true,50000,1,true,76,0.8140000104904175,0.824999988079071,298,345
lowrank,"(rank = 1,)",mlp,6,1,0.001,100000,10000,0.0,1.0,0.0,2,simple,true,true,50000,1,true,76,0.4690000116825104,0.48749998211860657,132,122
lowrank,"(rank = 1,)",mlp,6,1,0.0003,100000,10000,0.0,1.0,0.0,3,simple,true,true,50000,1,true,76,0.4580000340938568,0.48749998211860657,267,276
lowrank,"(rank = 1,)",mlp,6,1,0.0001,100000,10000,0.0,1.0,0.0,4,simple,true,true,50000,1,true,76,0.45600003004074097,0.48249998688697815,268,357
lowrank,"(rank = 1,)",mlp,9,1,0.003,100000,10000,0.0,1.0,0.0,5,simple,true,true,50000,1,true,112,0.7940000295639038,0.7924999594688416,533,513
lowrank,"(rank = 1,)",mlp,9,1,0.001,100000,10000,0.0,1.0,0.0,6,simple,true,true,50000,1,true,112,0.6810000538825989,0.6974999904632568,588,560
lowrank,"(rank = 1,)",mlp,9,1,0.0003,100000,10000,0.0,1.0,0.0,7,simple,true,true,50000,1,true,112,0.7740000486373901,0.762499988079071,1667,1660
lowrank,"(rank = 1,)",mlp,9,1,0.0001,100000,10000,0.0,1.0,0.0,8,simple,true,true,50000,1,true,112,0.25,0.25,1,1
lowrank,"(rank = 2,)",mlp,12,1,0.003,100000,10000,0.0,1.0,0.0,9,simple,true,true,50000,1,true,172,0.8140000104904175,0.8125,378,345
lowrank,"(rank = 2,)",mlp,12,1,0.001,100000,10000,0.0,1.0,0.0,10,simple,true,true,50000,1,true,172,0.5170000195503235,0.5299999713897705,63,63
lowrank,"(rank = 2,)",mlp,12,1,0.0003,100000,10000,0.0,1.0,0.0,11,simple,true,true,50000,1,true,172,0.8070000410079956,0.8075000047683716,1201,1255
lowrank,"(rank = 2,)",mlp,12,1,0.0001,100000,10000,0.0,1.0,0.0,12,simple,true,true,50000,1,true,172,0.3620000183582306,0.38499999046325684,342,311
lowrank,"(rank = 2,)",mlp,15,1,0.003,100000,10000,0.0,1.0,0.0,13,simple,true,true,50000,1,true,214,0.9150000214576721,0.9074999690055847,446,464
lowrank,"(rank = 2,)",mlp,15,1,0.001,100000,10000,0.0,1.0,0.0,14,simple,true,true,50000,1,true,214,0.8360000252723694,0.8399999737739563,500,549
lowrank,"(rank = 2,)",mlp,15,1,0.0003,100000,10000,0.0,1.0,0.0,15,simple,true,true,50000,1,true,214,0.7460000514984131,0.7549999952316284,811,831
lowrank,"(rank = 2,)",mlp,15,1,0.0001,100000,10000,0.0,1.0,0.0,16,simple,true,true,50000,1,true,214,0.33000001311302185,0.3349999785423279,1,42
lowrank,"(rank = 2,)",mlp,18,1,0.003,100000,10000,0.0,1.0,0.0,17,simple,true,true,50000,1,true,256,0.9520000219345093,0.9399999976158142,429,420
lowrank,"(rank = 2,)",mlp,18,1,0.001,100000,10000,0.0,1.0,0.0,18,simple,true,true,50000,1,true,256,0.9550000429153442,0.9624999761581421,1104,1109
lowrank,"(rank = 2,)",mlp,18,1,0.0003,100000,10000,0.0,1.0,0.0,19,simple,true,true,50000,1,true,256,0.7820000648498535,0.7999999523162842,596,739
lowrank,"(rank = 2,)",mlp,18,1,0.0001,100000,10000,0.0,1.0,0.0,20,simple,true,true,50000,1,true,256,0.5560000538825989,0.574999988079071,215,264
lowrank,"(rank = 3,)",mlp,21,1,0.003,100000,10000,0.0,1.0,0.0,21,simple,true,true,50000,1,true,340,0.9530000686645508,0.9375,431,427
lowrank,"(rank = 3,)",mlp,21,1,0.001,100000,10000,0.0,1.0,0.0,22,simple,true,true,50000,1,true,340,0.9440000653266907,0.9350000023841858,680,683
lowrank,"(rank = 3,)",mlp,21,1,0.0003,100000,10000,0.0,1.0,0.0,23,simple,true,true,50000,1,true,340,0.7930000424385071,0.8100000023841858,675,770
lowrank,"(rank = 3,)",mlp,21,1,0.0001,100000,10000,0.0,1.0,0.0,24,simple,true,true,50000,1,true,340,0.4520000219345093,0.4749999940395355,351,358
lowrank,"(rank = 3,)",mlp,24,1,0.003,100000,10000,0.0,1.0,0.0,25,simple,true,true,50000,1,true,388,0.9900000691413879,0.9699999690055847,295,371
lowrank,"(rank = 3,)",mlp,24,1,0.001,100000,10000,0.0,1.0,0.0,26,simple,true,true,50000,1,true,388,0.9410000443458557,0.9274999499320984,827,811
lowrank,"(rank = 3,)",mlp,24,1,0.0003,100000,10000,0.0,1.0,0.0,27,simple,true,true,50000,1,true,388,0.8040000200271606,0.8100000023841858,891,939
lowrank,"(rank = 3,)",mlp,24,1,0.0001,100000,10000,0.0,1.0,0.0,28,simple,true,true,50000,1,true,388,0.6310000419616699,0.6574999690055847,640,577
lowrank,"(rank = 3,)",mlp,27,1,0.003,100000,10000,0.0,1.0,0.0,29,simple,true,true,50000,1,true,436,0.9690000414848328,0.9599999785423279,416,383
