layer,kwargs,model,width,depth,lr,bs,max_epochs,wdecay,init_scale,dropout,measurement_id,dataset,lr_decay,early_stop,max_bs,nr_runs,done,nr_parameters,best_train,best_test,epoch_of_best_train,epoch_of_best_test
dense,NamedTuple(),mlp2,2,0,0.001,100000,100,0.0,1.0,0.0,1,simple,false,false,1000000,1,true,18,0.3920000195503235,0.4449999928474426,67,75
dense,NamedTuple(),mlp2,2,0,0.003,100000,100,0.0,1.0,0.0,2,simple,false,false,1000000,1,true,18,0.25,0.25,4,4
dense,NamedTuple(),mlp2,2,0,0.0001,100000,100,0.0,1.0,0.0,3,simple,false,false,1000000,1,true,18,0.25,0.25,1,1
dense,NamedTuple(),mlp2,34,0,0.001,100000,100,0.0,1.0,0.0,4,simple,false,false,1000000,1,true,242,0.43700000643730164,0.45499998331069946,24,11
dense,NamedTuple(),mlp2,34,0,0.003,100000,100,0.0,1.0,0.0,5,simple,false,false,1000000,1,true,242,0.6310000419616699,0.6324999928474426,64,86
dense,NamedTuple(),mlp2,34,0,0.0001,100000,100,0.0,1.0,0.0,6,simple,false,false,1000000,1,true,242,0.20500001311302185,0.20749999582767487,1,27
dense,NamedTuple(),mlp2,66,0,0.001,100000,100,0.0,1.0,0.0,7,simple,false,false,1000000,1,true,466,0.5509999990463257,0.5374999642372131,84,93
dense,NamedTuple(),mlp2,66,0,0.003,100000,100,0.0,1.0,0.0,8,simple,false,false,1000000,1,true,466,0.6230000257492065,0.6499999761581421,27,59
dense,NamedTuple(),mlp2,66,0,0.0001,100000,100,0.0,1.0,0.0,9,simple,false,false,1000000,1,true,466,0.26600000262260437,0.2849999964237213,70,90
dense,NamedTuple(),mlp2,98,0,0.001,100000,100,0.0,1.0,0.0,10,simple,false,false,1000000,1,true,690,0.6580000519752502,0.6449999809265137,34,34
dense,NamedTuple(),mlp2,98,0,0.003,100000,100,0.0,1.0,0.0,11,simple,false,false,1000000,1,true,690,0.6300000548362732,0.6624999642372131,19,15
