layer,kwargs,model,width,depth,lr,bs,max_epochs,wdecay,init_scale,dropout,measurement_id,dataset,lr_decay,early_stop,max_bs,nr_runs,done,nr_parameters,best_train,best_test,epoch_of_best_train,epoch_of_best_test
dense,NamedTuple(),mlp,2,1,0.003,100000,10000,0.0,1.0,0.0,1,simple,true,true,50000,1,true,28,0.25,0.25,1,1
dense,NamedTuple(),mlp,2,1,0.001,100000,10000,0.0,1.0,0.0,2,simple,true,true,50000,1,true,28,0.4690000116825104,0.47999998927116394,251,262
dense,NamedTuple(),mlp,2,1,0.0003,100000,10000,0.0,1.0,0.0,3,simple,true,true,50000,1,true,28,0.30900001525878906,0.3050000071525574,173,197
dense,NamedTuple(),mlp,2,1,0.0001,100000,10000,0.0,1.0,0.0,4,simple,true,true,50000,1,true,28,0.25,0.25,1,1
dense,NamedTuple(),mlp,4,1,0.003,100000,10000,0.0,1.0,0.0,5,simple,true,true,50000,1,true,60,0.7890000343322754,0.7874999642372131,333,469
dense,NamedTuple(),mlp,4,1,0.001,100000,10000,0.0,1.0,0.0,6,simple,true,true,50000,1,true,60,0.6430000066757202,0.6624999642372131,252,301
dense,NamedTuple(),mlp,4,1,0.0003,100000,10000,0.0,1.0,0.0,7,simple,true,true,50000,1,true,60,0.4660000205039978,0.48749998211860657,326,331
dense,NamedTuple(),mlp,4,1,0.0001,100000,10000,0.0,1.0,0.0,8,simple,true,true,50000,1,true,60,0.25,0.25,1,1
dense,NamedTuple(),mlp,6,1,0.003,100000,10000,0.0,1.0,0.0,9,simple,true,true,50000,1,true,100,0.8290000557899475,0.8100000023841858,286,387
dense,NamedTuple(),mlp,6,1,0.001,100000,10000,0.0,1.0,0.0,10,simple,true,true,50000,1,true,100,0.5170000195503235,0.5199999809265137,190,186
dense,NamedTuple(),mlp,6,1,0.0003,100000,10000,0.0,1.0,0.0,11,simple,true,true,50000,1,true,100,0.609000027179718,0.5774999856948853,505,509
dense,NamedTuple(),mlp,6,1,0.0001,100000,10000,0.0,1.0,0.0,12,simple,true,true,50000,1,true,100,0.25,0.25,1,1
dense,NamedTuple(),mlp,8,1,0.003,100000,10000,0.0,1.0,0.0,13,simple,true,true,50000,1,true,148,0.9180000424385071,0.9099999666213989,442,379
dense,NamedTuple(),mlp,8,1,0.001,100000,10000,0.0,1.0,0.0,14,simple,true,true,50000,1,true,148,0.7990000247955322,0.7999999523162842,358,482
dense,NamedTuple(),mlp,8,1,0.0003,100000,10000,0.0,1.0,0.0,15,simple,true,true,50000,1,true,148,0.6470000147819519,0.6825000047683716,582,528
dense,NamedTuple(),mlp,8,1,0.0001,100000,10000,0.0,1.0,0.0,16,simple,true,true,50000,1,true,148,0.25,0.25,1,1
dense,NamedTuple(),mlp,10,1,0.003,100000,10000,0.0,1.0,0.0,17,simple,true,true,50000,1,true,204,0.956000030040741,0.949999988079071,422,471
dense,NamedTuple(),mlp,10,1,0.001,100000,10000,0.0,1.0,0.0,18,simple,true,true,50000,1,true,204,0.8460000157356262,0.8474999666213989,600,623
dense,NamedTuple(),mlp,10,1,0.0003,100000,10000,0.0,1.0,0.0,19,simple,true,true,50000,1,true,204,0.6570000052452087,0.6349999904632568,660,798
dense,NamedTuple(),mlp,10,1,0.0001,100000,10000,0.0,1.0,0.0,20,simple,true,true,50000,1,true,204,0.4570000171661377,0.48499998450279236,470,450
dense,NamedTuple(),mlp,12,1,0.003,100000,10000,0.0,1.0,0.0,21,simple,true,true,50000,1,true,268,0.9410000443458557,0.9174999594688416,346,384
