layer,kwargs,model,width,depth,lr,bs,max_epochs,wdecay,init_scale,dropout,measurement_id,dataset,lr_decay,early_stop,max_bs,nr_runs,done,nr_parameters,best_train,best_test,epoch_of_best_train,epoch_of_best_test
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.008,256,100,0.0,1.0,0.1,1,tiny_imagenet,false,false,1000,1,true,1323272,0.005499999970197678,0.0071000000461936,11,11
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.008,256,100,0.01,1.0,0.1,2,tiny_imagenet,false,false,1000,1,true,1323272,0.09268999844789505,0.10119999945163727,101,69
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.008,256,100,0.02,1.0,0.1,3,tiny_imagenet,false,false,1000,1,true,1323272,0.11758999526500702,0.12229999899864197,101,64
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.008,256,100,0.04,1.0,0.1,4,tiny_imagenet,false,false,1000,1,true,1323272,0.10802999883890152,0.11829999834299088,91,26
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.004,256,100,0.0,1.0,0.1,5,tiny_imagenet,false,false,1000,1,true,1323272,0.006490000057965517,0.009800000116229057,61,2
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.004,256,100,0.01,1.0,0.1,6,tiny_imagenet,false,false,1000,1,true,1323272,0.23331999778747559,0.2248999923467636,101,97
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.004,256,100,0.02,1.0,0.1,7,tiny_imagenet,false,false,1000,1,true,1323272,0.21691998839378357,0.22129999101161957,91,99
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.004,256,100,0.04,1.0,0.1,8,tiny_imagenet,false,false,1000,1,true,1323272,0.22450999915599823,0.22679999470710754,101,98
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.002,256,100,0.0,1.0,0.1,9,tiny_imagenet,false,false,1000,1,true,1323272,0.09663999825716019,0.11779999732971191,11,17
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.002,256,100,0.01,1.0,0.1,10,tiny_imagenet,false,false,1000,1,true,1323272,0.32058998942375183,0.3000999987125397,101,97
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.002,256,100,0.02,1.0,0.1,11,tiny_imagenet,false,false,1000,1,true,1323272,0.33236998319625854,0.30709999799728394,101,96
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.002,256,100,0.04,1.0,0.1,12,tiny_imagenet,false,false,1000,1,true,1323272,0.31689000129699707,0.30390000343322754,91,99
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.001,256,100,0.0,1.0,0.1,13,tiny_imagenet,false,false,1000,1,true,1323272,0.36177000403404236,0.33969998359680176,101,100
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.001,256,100,0.01,1.0,0.1,14,tiny_imagenet,false,false,1000,1,true,1323272,0.36695998907089233,0.3422999978065491,101,93
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.001,256,100,0.02,1.0,0.1,15,tiny_imagenet,false,false,1000,1,true,1323272,0.3586599826812744,0.3346000015735626,101,92
blast,"(patch_size = 8, nr_heads = 12, block_size = 48, rank = 56)",vit2,192,9,0.001,256,100,0.04,1.0,0.1,16,tiny_imagenet,false,false,1000,1,true,1323272,0.36403998732566833,0.3303999900817871,101,101
