layer,kwargs,model,width,depth,lr,bs,max_epochs,wdecay,init_scale,dropout,measurement_id,dataset,lr_decay,early_stop,max_bs,nr_runs,done,nr_parameters,best_train,best_test,epoch_of_best_train,epoch_of_best_test
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.001,256,100,0.01,1.0,0.1,1,tiny_imagenet,true,false,1000,1,true,2426696,0.49229997396469116,0.41990000009536743,101,98
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.001,256,100,0.02,1.0,0.1,2,tiny_imagenet,true,false,1000,1,true,2426696,0.4940199851989746,0.4196999967098236,101,92
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0008,256,100,0.01,1.0,0.1,3,tiny_imagenet,true,false,1000,1,true,2426696,0.5097100138664246,0.4359000027179718,101,95
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0008,256,100,0.02,1.0,0.1,4,tiny_imagenet,true,false,1000,1,true,2426696,0.5105000138282776,0.4391999840736389,101,100
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0006,256,100,0.01,1.0,0.1,5,tiny_imagenet,true,false,1000,1,true,2426696,0.5137699842453003,0.430899977684021,91,91
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0006,256,100,0.02,1.0,0.1,6,tiny_imagenet,true,false,1000,1,true,2426696,0.5134299993515015,0.4366999864578247,101,93
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0008,256,300,0.02,1.0,0.1,7,tiny_imagenet,true,false,1000,1,true,2426696,0.647350013256073,0.5102999806404114,301,288
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0008,256,300,0.04,1.0,0.1,8,tiny_imagenet,true,false,1000,1,true,2426696,0.6413499712944031,0.5131999850273132,301,286
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0006,256,300,0.02,1.0,0.1,9,tiny_imagenet,true,false,1000,1,true,2426696,0.669510006904602,0.5115999579429626,291,299
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0006,256,300,0.04,1.0,0.1,10,tiny_imagenet,true,false,1000,1,true,2426696,0.6567400097846985,0.5128999948501587,281,271
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.00045,256,300,0.02,1.0,0.1,11,tiny_imagenet,true,false,1000,1,true,2426696,0.6649199724197388,0.5038999915122986,301,285
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.00045,256,300,0.04,1.0,0.1,12,tiny_imagenet,true,false,1000,1,true,2426696,0.655460000038147,0.5076999664306641,301,282
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0008,256,1600,0.04,1.0,0.1,13,tiny_imagenet,true,false,1000,2,true,2426696,0.8764199614524841,0.611299991607666,1581,1482
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0008,256,1600,0.06,1.0,0.1,14,tiny_imagenet,true,false,1000,1,true,2426696,0.8328999876976013,0.6087999939918518,1561,1489
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0008,256,1600,0.02,1.0,0.1,15,tiny_imagenet,true,false,1000,1,true,2426696,0.8909099698066711,0.599399983882904,1591,1518
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0006,256,1600,0.02,1.0,0.1,16,tiny_imagenet,true,false,1000,1,true,2426696,0.9172099828720093,0.6101999878883362,1591,1540
lowrank,"(patch_size = 8, nr_heads = 16, rank = 48)",vit2,384,10,0.0006,256,1600,0.04,1.0,0.1,17,tiny_imagenet,true,false,1000,1,true,2426696,0.8903099894523621,0.5979999899864197,1551,1410
lowrank,"(patch_size = 8, nr_heads = 16, rank = 72)",vit2,288,9,0.0008,256,1600,0.04,1.0,0.1,18,tiny_imagenet,true,false,1000,1,true,2397800,0.8564299941062927,0.6043999791145325,1581,1491
lowranklight,"(patch_size = 8, nr_heads = 14, rank = 123)",vit2,224,9,0.001,256,300,0.04,1.0,0.1,19,tiny_imagenet,true,false,1000,1,true,2417987,0.6499699950218201,0.5113999843597412,291,262
lowranklight,"(patch_size = 8, nr_heads = 14, rank = 123)",vit2,224,9,0.001,256,300,0.02,1.0,0.1,20,tiny_imagenet,true,false,1000,1,true,2417987,0.6489999890327454,0.5065999627113342,301,264
lowranklight,"(patch_size = 8, nr_heads = 14, rank = 123)",vit2,224,9,0.0008,256,300,0.04,1.0,0.1,21,tiny_imagenet,true,false,1000,1,true,2417987,0.6567699909210205,0.5103999972343445,301,275
lowranklight,"(patch_size = 8, nr_heads = 14, rank = 123)",vit2,224,9,0.0008,256,300,0.02,1.0,0.1,22,tiny_imagenet,true,false,1000,1,true,2417987,0.6653499603271484,0.5069000124931335,301,279
lowranklight,"(patch_size = 8, nr_heads = 14, rank = 123)",vit2,224,9,0.0006,256,300,0.04,1.0,0.1,23,tiny_imagenet,true,false,1000,1,true,2417987,0.6557799577713013,0.5105999708175659,291,297
lowranklight,"(patch_size = 8, nr_heads = 14, rank = 123)",vit2,224,9,0.0006,256,300,0.02,1.0,0.1,24,tiny_imagenet,true,false,1000,1,true,2417987,0.6660599708557129,0.5108999609947205,301,267
lowranklight,"(patch_size = 8, nr_heads = 14, rank = 123)",vit2,224,9,0.0006,256,1600,0.03,1.0,0.1,25,tiny_imagenet,true,false,1000,1,true,2417987,0.8860200047492981,0.5949999690055847,1561,1536
