layer,kwargs,model,width,depth,lr,bs,max_epochs,wdecay,init_scale,dropout,measurement_id,dataset,lr_decay,early_stop,max_bs,nr_runs,done,nr_parameters,best_train,best_test,epoch_of_best_train,epoch_of_best_test
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.01,1.0,0.0,1,cifar10,true,true,5000,1,true,6311946,0.5247200131416321,0.5119999647140503,5,5
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.01,1.0,0.1,2,cifar10,true,true,5000,1,true,6311946,0.4958999752998352,0.4912000000476837,5,5
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.01,1.0,0.2,3,cifar10,true,true,5000,1,true,6311946,0.4810199737548828,0.4805999994277954,5,5
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.01,1.0,0.3,4,cifar10,true,true,5000,1,true,6311946,0.4581199884414673,0.4607999920845032,5,5
dense,NamedTuple(),mlp,1024,4,0.0001,1000,4,0.02,1.0,0.1,5,cifar10,true,true,5000,1,true,7363594,0.48639997839927673,0.48649999499320984,5,5
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.02,1.0,0.0,6,cifar10,true,true,5000,1,true,6311946,0.5203199982643127,0.5062000155448914,5,5
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.02,1.0,0.1,7,cifar10,true,true,5000,1,true,6311946,0.5087199807167053,0.5027999877929688,5,5
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.02,1.0,0.2,8,cifar10,true,true,5000,1,true,6311946,0.4702000021934509,0.46609997749328613,5,5
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.02,1.0,0.3,9,cifar10,true,true,5000,1,false,,,,,
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.05,1.0,0.0,10,cifar10,true,true,5000,1,false,,,,,
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.05,1.0,0.1,11,cifar10,true,true,5000,1,false,,,,,
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.05,1.0,0.2,12,cifar10,true,true,5000,1,false,,,,,
dense,NamedTuple(),mlp,1024,3,0.0001,1000,4,0.05,1.0,0.3,13,cifar10,true,true,5000,1,false,,,,,
